Col_id,Col_time,Col_item,Col_power,Col_current,Col_voltage,Col_electricity
343,2025-12-05 08:50:48,MAC,6.9,68.0,101.4,900.0
344,2025-12-05 08:53:48,AIR,2.1,28.0,102.2,889.0
345,2025-12-05 08:53:48,ICE,44.3,548.0,103.8,1395.0
346,2025-12-05 08:53:48,WAT,0.0,0.0,101.6,1426.0
347,2025-12-05 08:53:48,MAC,6.9,68.0,101.4,900.0
348,2025-12-05 08:56:50,AIR,2.1,28.0,102.2,889.0
349,2025-12-05 08:56:50,ICE,44.3,548.0,103.8,1395.0
350,2025-12-05 08:56:50,WAT,0.0,0.0,101.6,1426.0
351,2025-12-05 08:56:50,MAC,6.9,68.0,101.4,900.0
352,2025-12-05 08:59:50,AIR,2.1,28.0,102.2,889.0
353,2025-12-05 08:59:50,ICE,44.3,548.0,103.8,1395.0
354,2025-12-05 08:59:50,WAT,0.0,0.0,101.6,1426.0
355,2025-12-05 08:59:50,MAC,6.9,68.0,101.4,900.0
356,2025-12-05 09:02:51,AIR,2.1,28.0,102.2,889.0
357,2025-12-05 09:02:51,ICE,34.2,450.0,101.4,1.0
358,2025-12-05 09:02:51,WAT,0.0,0.0,101.6,1426.0
359,2025-12-05 09:02:51,MAC,6.9,68.0,101.4,900.0
360,2025-12-05 09:05:52,AIR,2.1,28.0,102.2,889.0
361,2025-12-05 09:05:52,ICE,1.5,30.0,102.0,4.0
362,2025-12-05 09:05:52,WAT,0.0,0.0,101.6,1426.0
363,2025-12-05 09:05:52,MAC,6.9,68.0,101.4,900.0
364,2025-12-05 09:08:53,AIR,2.1,28.0,102.2,889.0
365,2025-12-05 09:08:53,ICE,1.5,30.0,102.0,4.0
366,2025-12-05 09:08:53,WAT,0.0,0.0,101.6,1426.0
367,2025-12-05 09:08:53,MAC,6.9,68.0,101.4,900.0
368,2025-12-05 09:11:54,AIR,2.1,28.0,102.2,889.0
369,2025-12-05 09:11:54,ICE,1.5,30.0,102.0,4.0
370,2025-12-05 09:11:54,WAT,0.0,0.0,101.6,1426.0
371,2025-12-05 09:11:54,MAC,6.9,68.0,101.4,900.0
372,2025-12-05 09:14:55,AIR,2.1,28.0,102.2,889.0
373,2025-12-05 09:14:55,ICE,1.5,30.0,102.0,4.0
374,2025-12-05 09:14:55,WAT,0.0,0.0,101.6,1426.0
375,2025-12-05 09:14:55,MAC,6.9,68.0,101.4,900.0
376,2025-12-05 09:17:56,AIR,2.1,28.0,102.2,889.0
377,2025-12-05 09:17:56,ICE,1.5,30.0,102.0,4.0
378,2025-12-05 09:17:56,WAT,0.0,0.0,101.6,1426.0
379,2025-12-05 09:17:56,MAC,6.9,68.0,101.4,900.0
380,2025-12-05 09:20:57,AIR,2.1,28.0,102.2,889.0
381,2025-12-05 09:20:57,ICE,54.5,699.0,102.2,20.0
382,2025-12-05 09:20:57,WAT,0.0,0.0,101.6,1426.0
383,2025-12-05 09:20:57,MAC,6.9,68.0,101.4,900.0
384,2025-12-05 09:23:58,AIR,2.1,28.0,102.2,889.0
385,2025-12-05 09:23:58,ICE,44.4,563.0,102.1,21.0
386,2025-12-05 09:23:58,WAT,0.0,0.0,101.6,1426.0
387,2025-12-05 09:23:58,MAC,6.9,68.0,101.4,900.0
